web-scraper-order,web-scraper-start-url,getinto-link,getinto-link-href,frequency,class,duration,rate,学时安排,number,active state,课程评价数,授课教师
"1553836904-714","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","老子的人生智慧","https://www.icourse163.org/course/NEU-1001769008","第6次开课","哲学","2019年03月15日 ~ 2019年06月30日","进行至第3周，共16周","5-6小时每周","已有4617人参加","立即参加","(349)","授课老师



张雷
东北大学跨文化战略研究院院长、文法学院党委书记，教授、博士生导师"
"1553835966-335","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","生物大数据","https://www.icourse163.org/course/FAFU-1001766004","第5次开课","理学","2019年02月25日 ~ 2019年05月31日","进行至第5周，共14周","4小时每周","已有1397人参加","立即参加","(214)","授课老师



何华勤
教授





422290858@qq.com(连玲丽)
副教授





710579191@qq.com(谢小芳)
副教授





1184418435@qq.com(陶欢)
助理实验师





103647213@qq.com(刘伟)
讲师"
"1553836264-451","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","《红楼梦》的空间艺术","https://www.icourse163.org/course/JNU-1002014003","第5次开课","文学文化","2019年03月04日 ~ 2019年06月06日","进行至第4周，共14周","3-5小时每周","已有4859人参加","立即参加","(296)","授课老师



张世君
教授"
"1553836598-589","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","高等数学（二）","https://www.icourse163.org/course/TONGJI-217012","第4次开课","理学","2018年11月12日 ~ 2019年01月05日","当前开课已结束","3-5小时每周","已有150874人参加","已结束，查看内容","(87)","授课老师



朱晓平
副教授





濮燕敏
副教授





黄长水
讲师"
"1553837025-760","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","美国文化","https://www.icourse163.org/course/SCU-210002","第5次开课","外语","2019年04月08日 ~ 2019年07月19日","距离开课还有10天","4小时每周","已有4575人参加","立即参加","(105)","授课老师



周毅
教授"
"1553835113-10","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","金融学（二）","https://www.icourse163.org/course/CUFE-88001","第4次开课","经济学","2018年03月05日 ~ 2018年07月17日","当前开课已结束","3学时每周","已有41450人参加","已结束，查看内容","(42)","授课老师



李健
教授





左毓秀
副教授





黄昌利
副教授





蔡如海
副教授





李建军
教授





李宪铎
副教授,证券期货研究所秘书长,中国银行业研究中心秘书长,主要研究人员.





贾玉革
教授





黄志刚
副教授





孙建华
副教授





马亚
副教授





方意
副教授





鄢莉莉
讲师





郭田勇
中央财经大学金融学院教授、博士生导师





董兵兵
讲师





郭豫媚
讲师"
"1553836441-524","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","中国现当代通俗小说与网络小说","https://www.icourse163.org/course/SUDA-1001753308","第5次开课","文学文化","2019年03月04日 ~ 2019年06月30日","进行至第4周，共17周","1-2小时每周","已有2959人参加","立即参加","(84)","授课老师



汤哲声
文学博士、教授、博士生导师。"
"1553836543-567","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","网络信息计量与评价","https://www.icourse163.org/course/BNU-1001998011","第4次开课","管理学","2019年03月06日 ~ 2019年06月30日","进行至第4周，共17周","3小时每周","已有9947人参加","立即参加","(567)","授课老师



肖明
教授





王卫
副教授，硕士生导师





王京山
教授，研究生导师"
"1553835743-241","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","自然保护与生态安全：拯救地球家园","https://www.icourse163.org/course/JNU-1001929015","第5次开课","理学","2019年02月25日 ~ 2019年06月21日","进行至第5周，共17周","2-3","已有9307人参加","立即参加","(1037)","授课老师



黄柏炎
副教授





杨维东
教授





章群
副研究员"
"1553836474-538","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","多媒体技术及应用","https://www.icourse163.org/course/SZU-1001752002","第6次开课","计算机","2019年03月04日 ~ 2019年06月26日","进行至第4周，共17周","3-5小时每周","已有7859人参加","立即参加","(287)","授课老师



王志强
教授





杜文峰
副教授
硕士生导师





杜智华
副教授





周虹
讲师"
"1553836964-739","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","天文漫谈","https://www.icourse163.org/course/HUST-1001738013","第9次开课","理学","2019年03月18日 ~ 2019年06月09日","进行至第2周，共12周","3~4小时/周","已有1807人参加","立即参加","(327)","授课老师



徐学军
副教授"
"1553836292-463","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","计算机系统基础(一)：程序的表示、转换与链接","https://www.icourse163.org/course/NJU-1001625001","第6次开课","计算机","2019年03月04日 ~ 2019年06月18日","进行至第4周，共16周","3-5小时每周","已有5173人参加","立即参加","(88)","授课老师



袁春风
计算机科学与技术系教授"
"1553835752-245","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","现代仪器分析","https://www.icourse163.org/course/FAFU-1002038001","第4次开课","理学","2019年02月25日 ~ 2019年06月23日","进行至第5周，共17周","2-3","已有3829人参加","立即参加","(93)","授课老师



杨桂娣
教授/博士生导师





张金彪
教授





周碧青
正高级实验师





谢晓琼
副教授





张静
副教授/硕士生导师





郑新宇
副教授





朱希
副教授





荣成
讲师





陈杰博
实验师





杨孝军
助理实验师





蒋宇航
研究实习员"
"1553835775-254","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","预防医学（一）","https://www.icourse163.org/course/FUDAN-20015","第10次开课","医药卫生","2019年02月25日 ~ 2019年04月21日","进行至第5周，共8周","4","已有2793人参加","立即参加","(63)","授课老师



傅华
教授





彭伟霞
讲师





郑频频
副教授





何更生
教授





金克峙
副教授





丁永明
中级职称"
"1553836869-699","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","管理会计学","https://www.icourse163.org/course/SWUFE-1001945002","第7次开课","管理学","2019年03月13日 ~ 2019年05月14日","进行至第3周，共9周","2-4小时每周","已有5503人参加","立即参加","(273)","授课老师



李玉周
教授"
"1553836253-447","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","细胞生物学","https://www.icourse163.org/course/SCU-46011","第9次开课","理学","2019年03月03日 ~ 2019年06月30日","进行至第4周，共18周","5小时每周","已有6919人参加","立即参加","(364)","授课老师



邹方东
教授





杨军
讲师





张咏梅
讲师





王喜忠
国家教学名师、教授"
"1553836710-631","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","数据结构","https://www.icourse163.org/course/NWU-298002","第6次开课","计算机","2019年03月11日 ~ 2019年07月08日","进行至第3周，共17周","2学时每周","已有3939人参加","立即参加","(72)","授课老师



耿国华
教授





刘晓宁
副教授





卢燕宁
讲师





张德同
副教授"
"1553836607-593","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","高等数学（一）","https://www.icourse163.org/course/NCU-1001849010","第4次开课","理学","2019年03月07日 ~ 2019年06月16日","进行至第4周，共15周","3-5小时每周末","已有5426人参加","立即参加","(52)","授课老师



朱传喜
教授、博士生导师





陈春芳
教授





黄先玖
教授





吴照奇
副教授





董秋仙
副教授





熊佐亮
教授





罗清雨
副教授





陈涛
教授





胡海金
副教授





樊树平
副教授





吕强
副教授





余国松
副教授





涂相求
副教授





徐刚
副教授





吴爱军
副教授





杨玉桃
讲师





阮小军
副教授





肖水晶
副教授





刘凯
副教授





刘汝良
副教授





曹廷彬
教授





王三华
副教授





唐玉超
副教授





郭玲
讲师





刘新玲
讲师





叶梅燕
讲师





刘斌斌
副教授





朱家翔
讲师





朱向洪
讲师





屈泳
讲师





熊九红
中级"
"1553836301-467","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","计算机组织与结构","https://www.icourse163.org/course/DLUT-1001850005","第5次开课","计算机","2019年03月04日 ~ 2019年07月14日","进行至第4周，共19周","4","已有930人参加","立即参加","(12)","授课老师



赖晓晨
副教授





周宽久
无





王洁
无





迟宗正
工程师





林驰
无"
"1553836766-655","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","诺奖作家英文作品赏析","https://www.icourse163.org/course/HIT-1001773023","第4次开课","外语","2019年03月11日 ~ 2019年05月27日","进行至第3周，共12周","3-5小时每周","已有1939人参加","立即参加","(40)","授课老师



黄芙蓉
教授





付利
教授





卢玲
副教授





周洁
讲师





张瑾
副教授"
"1553836097-390","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","机械原理","https://www.icourse163.org/course/BIT-47016","第6次开课","工学","2019年02月27日 ~ 2019年06月28日","进行至第5周，共18周","4-6小时每周","已有4278人参加","立即参加","(25)","授课老师



赵自强
副教授"
"1553835346-91","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","大学英语过程写作","https://www.icourse163.org/course/JLU-1001553026","第4次开课","外语","2019年01月01日 ~ 2019年03月10日","当前开课已结束","3小时/每周","已有34104人参加","老师已关闭该学期，无法查看","(149)","授课老师



林娟
副教授





Ian Stone
English Language Fellow"
"1553836249-445","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","线性代数","https://www.icourse163.org/course/NEU-1001638002","第7次开课","理学","2019年03月03日 ~ 2019年07月05日","进行至第4周，共18周","3小时每周","已有7293人参加","立即参加","(66)","授课老师



宋叔尼
教授





阎家斌
副教授





陆小军
讲师





刘静宜
讲师





郭阳
副教授





张雪
副教授"
"1553836652-612","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","走进心理学","https://www.icourse163.org/course/SWJTU-1002141008","第4次开课","心理学","2019年03月10日 ~ 2019年06月20日","进行至第3周，共15周","2-3小时每周","已有5513人参加","立即参加","(373)","授课老师



宁维卫
教授"
"1553836988-749","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","药用植物学","https://www.icourse163.org/course/SCU-47019","第10次开课","医药卫生","2019年03月19日 ~ 2019年06月11日","进行至第2周，共13周","4-5 小时每周","已有5270人参加","立即参加","(44)","授课老师



李涛
华西药学院副教授"
"1553837047-770","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","民事诉讼法","https://www.icourse163.org/course/NJNU-1001754046","第4次开课","法学","2019年04月05日 ~ 2019年07月20日","距离开课还有7天","3-5小时每周","已有731人参加","立即参加","(8)","授课老师



刘敏
教授、博士生导师"
"1553836566-577","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","大学物理实验","https://www.icourse163.org/course/NUDT-1001673004","第5次开课","理学","2019年03月06日 ~ 2019年06月30日","进行至第4周，共17周","3小时每周","已有7248人参加","立即参加","(37)","授课老师



何焰兰
博士，教授"
